,DocID,TokenID,Token,Tag
63284,S0370269304009013,S0370269304009013-178,model,O
63285,S0370269304009013,S0370269304009013-179,independent,O
63286,S0370269304009013,S0370269304009013-180,",",O
63287,S0370269304009013,S0370269304009013-181,since,O
63288,S0370269304009013,S0370269304009013-182,it,O
63289,S0370269304009013,S0370269304009013-183,is,O
63290,S0370269304009013,S0370269304009013-184,based,O
63291,S0370269304009013,S0370269304009013-185,only,O
63292,S0370269304009013,S0370269304009013-186,on,O
63293,S0370269304009013,S0370269304009013-187,conservation,B
63294,S0370269304009013,S0370269304009013-188,of,I
63295,S0370269304009013,S0370269304009013-189,the,I
63296,S0370269304009013,S0370269304009013-190,P-parity,L
63297,S0370269304009013,S0370269304009013-191,",",O
63298,S0370269304009013,S0370269304009013-192,total,B
63299,S0370269304009013,S0370269304009013-193,angular,I
63300,S0370269304009013,S0370269304009013-194,momentum,L
63301,S0370269304009013,S0370269304009013-195,and,O
63302,S0370269304009013,S0370269304009013-196,isospin,U
63303,S0370269304009013,S0370269304009013-197,in,O
63304,S0370269304009013,S0370269304009013-198,the,O
63305,S0370269304009013,S0370269304009013-199,reaction,U
63306,S0370269304009013,S0370269304009013-200,and,O
63307,S0370269304009013,S0370269304009013-201,the,O
63308,S0370269304009013,S0370269304009013-202,generalized,O
63309,S0370269304009013,S0370269304009013-203,Pauli,O
63310,S0370269304009013,S0370269304009013-204,principle,O
63311,S0370269304009013,S0370269304009013-205,for,O
63312,S0370269304009013,S0370269304009013-206,nucleons,U
63313,S0370269304009013,S0370269304009013-207,.,O
63314,S0167931714000203,S0167931714000203-0,To,O
63315,S0167931714000203,S0167931714000203-1,restrict,B
63316,S0167931714000203,S0167931714000203-2,pollen,B
63317,S0167931714000203,S0167931714000203-3,tube,I
63318,S0167931714000203,S0167931714000203-4,growth,L
63319,S0167931714000203,S0167931714000203-5,to,I
63320,S0167931714000203,S0167931714000203-6,a,I
63321,S0167931714000203,S0167931714000203-7,single,I
63322,S0167931714000203,S0167931714000203-8,focal,I
63323,S0167931714000203,S0167931714000203-9,plane,L
63324,S0167931714000203,S0167931714000203-10,is,O
63325,S0167931714000203,S0167931714000203-11,an,O
63326,S0167931714000203,S0167931714000203-12,important,O
63327,S0167931714000203,S0167931714000203-13,subject,O
63328,S0167931714000203,S0167931714000203-14,to,O
63329,S0167931714000203,S0167931714000203-15,enable,O
63330,S0167931714000203,S0167931714000203-16,their,O
63331,S0167931714000203,S0167931714000203-17,accurate,O
63332,S0167931714000203,S0167931714000203-18,growth,B
63333,S0167931714000203,S0167931714000203-19,analysis,I
63334,S0167931714000203,S0167931714000203-20,under,I
63335,S0167931714000203,S0167931714000203-21,microscopic,I
63336,S0167931714000203,S0167931714000203-22,observation,L
63337,S0167931714000203,S0167931714000203-23,.,O
63338,S0167931714000203,S0167931714000203-24,In,O
63339,S0167931714000203,S0167931714000203-25,the,O
63340,S0167931714000203,S0167931714000203-26,conventional,O
63341,S0167931714000203,S0167931714000203-27,method,O
63342,S0167931714000203,S0167931714000203-28,to,O
63343,S0167931714000203,S0167931714000203-29,assay,B
63344,S0167931714000203,S0167931714000203-30,pollen,I
63345,S0167931714000203,S0167931714000203-31,tube,L
63346,S0167931714000203,S0167931714000203-32,growth,L
63347,S0167931714000203,S0167931714000203-33,",",O
63348,S0167931714000203,S0167931714000203-34,the,O
63349,S0167931714000203,S0167931714000203-35,pollen,B
63350,S0167931714000203,S0167931714000203-36,tubes,I
63351,S0167931714000203,S0167931714000203-37,grow,L
63352,S0167931714000203,S0167931714000203-38,in,O
63353,S0167931714000203,S0167931714000203-39,a,O
63354,S0167931714000203,S0167931714000203-40,disorderly,O
63355,S0167931714000203,S0167931714000203-41,manner,O
63356,S0167931714000203,S0167931714000203-42,on,O
63357,S0167931714000203,S0167931714000203-43,solid,O
63358,S0167931714000203,S0167931714000203-44,medium,O
63359,S0167931714000203,S0167931714000203-45,",",O
63360,S0167931714000203,S0167931714000203-46,rendering,O
63361,S0167931714000203,S0167931714000203-47,it,O
63362,S0167931714000203,S0167931714000203-48,impossible,O
63363,S0167931714000203,S0167931714000203-49,to,O
63364,S0167931714000203,S0167931714000203-50,observe,B
63365,S0167931714000203,S0167931714000203-51,their,I
63366,S0167931714000203,S0167931714000203-52,growth,I
63367,S0167931714000203,S0167931714000203-53,in,I
63368,S0167931714000203,S0167931714000203-54,detail,L
63369,S0167931714000203,S0167931714000203-55,.,O
63370,S0167931714000203,S0167931714000203-56,Here,O
63371,S0167931714000203,S0167931714000203-57,",",O
63372,S0167931714000203,S0167931714000203-58,we,O
63373,S0167931714000203,S0167931714000203-59,present,O
63374,S0167931714000203,S0167931714000203-60,a,O
63375,S0167931714000203,S0167931714000203-61,new,B
63376,S0167931714000203,S0167931714000203-62,method,I
63377,S0167931714000203,S0167931714000203-63,to,I
63378,S0167931714000203,S0167931714000203-64,assay,B
63379,S0167931714000203,S0167931714000203-65,pollen,I
63380,S0167931714000203,S0167931714000203-66,tube,L
63381,S0167931714000203,S0167931714000203-67,growth,L
63382,S0167931714000203,S0167931714000203-68,using,O
63383,S0167931714000203,S0167931714000203-69,poly-dimethylsiloxane,B
63384,S0167931714000203,S0167931714000203-70,microchannel,I
63385,S0167931714000203,S0167931714000203-71,device,L
63386,S0167931714000203,S0167931714000203-72,to,O
63387,S0167931714000203,S0167931714000203-73,isolate,B
63388,S0167931714000203,S0167931714000203-74,individual,I
63389,S0167931714000203,S0167931714000203-75,pollen,B
63390,S0167931714000203,S0167931714000203-76,tubes,L
63391,S0167931714000203,S0167931714000203-77,.,O
63392,S0167931714000203,S0167931714000203-78,The,O
63393,S0167931714000203,S0167931714000203-79,growth,O
63394,S0167931714000203,S0167931714000203-80,of,O
63395,S0167931714000203,S0167931714000203-81,the,O
63396,S0167931714000203,S0167931714000203-82,pollen,B
63397,S0167931714000203,S0167931714000203-83,tube,L
63398,S0167931714000203,S0167931714000203-84,is,O
63399,S0167931714000203,S0167931714000203-85,confined,O
63400,S0167931714000203,S0167931714000203-86,to,O
63401,S0167931714000203,S0167931714000203-87,the,O
63402,S0167931714000203,S0167931714000203-88,microchannel,O
63403,S0167931714000203,S0167931714000203-89,and,O
63404,S0167931714000203,S0167931714000203-90,to,O
63405,S0167931714000203,S0167931714000203-91,the,O
63406,S0167931714000203,S0167931714000203-92,same,O
63407,S0167931714000203,S0167931714000203-93,focal,O
63408,S0167931714000203,S0167931714000203-94,plane,O
63409,S0167931714000203,S0167931714000203-95,",",O
63410,S0167931714000203,S0167931714000203-96,allowing,O
63411,S0167931714000203,S0167931714000203-97,accurate,B
63412,S0167931714000203,S0167931714000203-98,microscopic,I
63413,S0167931714000203,S0167931714000203-99,observations,L
63414,S0167931714000203,S0167931714000203-100,.,O
63415,S0167931714000203,S0167931714000203-101,This,O
63416,S0167931714000203,S0167931714000203-102,methodology,O
63417,S0167931714000203,S0167931714000203-103,has,O
63418,S0167931714000203,S0167931714000203-104,the,O
63419,S0167931714000203,S0167931714000203-105,potential,O
63420,S0167931714000203,S0167931714000203-106,for,O
63421,S0167931714000203,S0167931714000203-107,analyses,B
63422,S0167931714000203,S0167931714000203-108,of,I
63423,S0167931714000203,S0167931714000203-109,pollen,B
63424,S0167931714000203,S0167931714000203-110,tube,L
63425,S0167931714000203,S0167931714000203-111,growth,L
63426,S0167931714000203,S0167931714000203-112,in,O
63427,S0167931714000203,S0167931714000203-113,microfluidic,O
63428,S0167931714000203,S0167931714000203-114,environments,O
63429,S0167931714000203,S0167931714000203-115,in,O
63430,S0167931714000203,S0167931714000203-116,response,O
63431,S0167931714000203,S0167931714000203-117,to,O
63432,S0167931714000203,S0167931714000203-118,chemical,B
63433,S0167931714000203,S0167931714000203-119,products,L
63434,S0167931714000203,S0167931714000203-120,and,O
63435,S0167931714000203,S0167931714000203-121,signaling,B
63436,S0167931714000203,S0167931714000203-122,molecules,L
63437,S0167931714000203,S0167931714000203-123,",",O
63438,S0167931714000203,S0167931714000203-124,which,O
63439,S0167931714000203,S0167931714000203-125,paves,O
63440,S0167931714000203,S0167931714000203-126,the,O
63441,S0167931714000203,S0167931714000203-127,way,O
63442,S0167931714000203,S0167931714000203-128,for,O
63443,S0167931714000203,S0167931714000203-129,various,O
63444,S0167931714000203,S0167931714000203-130,experiments,B
63445,S0167931714000203,S0167931714000203-131,on,I
63446,S0167931714000203,S0167931714000203-132,plant,B
63447,S0167931714000203,S0167931714000203-133,reproduction,L
63448,S0167931714000203,S0167931714000203-134,.,O
63449,S0393044012000198,S0393044012000198-0,RemarkThe,O
63450,S0393044012000198,S0393044012000198-1,purely,O
63451,S0393044012000198,S0393044012000198-2,radiative,B
63452,S0393044012000198,S0393044012000198-3,spacetimes,L
63453,S0393044012000198,S0393044012000198-4,used,O
63454,S0393044012000198,S0393044012000198-5,as,O
63455,S0393044012000198,S0393044012000198-6,reference,B
63456,S0393044012000198,S0393044012000198-7,solutions,L
63457,S0393044012000198,S0393044012000198-8,in,O
63458,S0393044012000198,S0393044012000198-9,our,O
63459,S0393044012000198,S0393044012000198-10,analysis,O
63460,S0393044012000198,S0393044012000198-11,are,O
63461,S0393044012000198,S0393044012000198-12,not,O
63462,S0393044012000198,S0393044012000198-13,perturbations,O
63463,S0393044012000198,S0393044012000198-14,of,O
63464,S0393044012000198,S0393044012000198-15,the,O
63465,S0393044012000198,S0393044012000198-16,Minkowski,B
63466,S0393044012000198,S0393044012000198-17,spacetime,L
63467,S0393044012000198,S0393044012000198-18,.,O
63468,S0393044012000198,S0393044012000198-19,A,O
63469,S0393044012000198,S0393044012000198-20,way,O
63470,S0393044012000198,S0393044012000198-21,of,O
63471,S0393044012000198,S0393044012000198-22,seeing,O
63472,S0393044012000198,S0393044012000198-23,this,O
63473,S0393044012000198,S0393044012000198-24,is,O
63474,S0393044012000198,S0393044012000198-25,to,O
63475,S0393044012000198,S0393044012000198-26,consider,O
63476,S0393044012000198,S0393044012000198-27,the,O
63477,S0393044012000198,S0393044012000198-28,Newman–Penrose,B
63478,S0393044012000198,S0393044012000198-29,constants,L
63479,S0393044012000198,S0393044012000198-30,of,O
63480,S0393044012000198,S0393044012000198-31,the,O
63481,S0393044012000198,S0393044012000198-32,spacetime,O
63482,S0393044012000198,S0393044012000198-33,.,O
63483,S0393044012000198,S0393044012000198-34,The,O
63484,S0393044012000198,S0393044012000198-35,Newman–Penrose,B
63485,S0393044012000198,S0393044012000198-36,constants,L
63486,S0393044012000198,S0393044012000198-37,are,O
63487,S0393044012000198,S0393044012000198-38,a,O
63488,S0393044012000198,S0393044012000198-39,set,O
63489,S0393044012000198,S0393044012000198-40,of,O
63490,S0393044012000198,S0393044012000198-41,absolutely,O
63491,S0393044012000198,S0393044012000198-42,conserved,O
63492,S0393044012000198,S0393044012000198-43,quantities,O
63493,S0393044012000198,S0393044012000198-44,defined,O
63494,S0393044012000198,S0393044012000198-45,as,O
63495,S0393044012000198,S0393044012000198-46,integrals,O
63496,S0393044012000198,S0393044012000198-47,of,O
63497,S0393044012000198,S0393044012000198-48,certain,O
63498,S0393044012000198,S0393044012000198-49,components,O
63499,S0393044012000198,S0393044012000198-50,of,O
63500,S0393044012000198,S0393044012000198-51,the,O
63501,S0393044012000198,S0393044012000198-52,Weyl,B
63502,S0393044012000198,S0393044012000198-53,tensor,L
63503,S0393044012000198,S0393044012000198-54,and,O
63504,S0393044012000198,S0393044012000198-55,the,O
63505,S0393044012000198,S0393044012000198-56,Maxwell,B
63506,S0393044012000198,S0393044012000198-57,fields,L
63507,S0393044012000198,S0393044012000198-58,over,O
63508,S0393044012000198,S0393044012000198-59,cuts,O
63509,S0393044012000198,S0393044012000198-60,of,O
63510,S0393044012000198,S0393044012000198-61,,O
63511,S0393044012000198,S0393044012000198-62,infinity—see,O
63512,S0393044012000198,S0393044012000198-63,[,O
63513,S0393044012000198,S0393044012000198-64,19–21,O
63514,S0393044012000198,S0393044012000198-65,],O
63515,S0393044012000198,S0393044012000198-66,for,O
63516,S0393044012000198,S0393044012000198-67,the,O
63517,S0393044012000198,S0393044012000198-68,Einstein–Maxwell,O
63518,S0393044012000198,S0393044012000198-69,case,O
63519,S0393044012000198,S0393044012000198-70,.,O
63520,S0393044012000198,S0393044012000198-71,In,O
63521,S0393044012000198,S0393044012000198-72,[,O
63522,S0393044012000198,S0393044012000198-73,22,O
63523,S0393044012000198,S0393044012000198-74,],O
63524,S0393044012000198,S0393044012000198-75,it,O
63525,S0393044012000198,S0393044012000198-76,has,O
63526,S0393044012000198,S0393044012000198-77,been,O
63527,S0393044012000198,S0393044012000198-78,shown,O
63528,S0393044012000198,S0393044012000198-79,that,O
63529,S0393044012000198,S0393044012000198-80,the,O
63530,S0393044012000198,S0393044012000198-81,value,O
63531,S0393044012000198,S0393044012000198-82,of,O
63532,S0393044012000198,S0393044012000198-83,the,O
63533,S0393044012000198,S0393044012000198-84,Newman–Penrose,B
63534,S0393044012000198,S0393044012000198-85,constants,L
63535,S0393044012000198,S0393044012000198-86,for,O
63536,S0393044012000198,S0393044012000198-87,a,O
63537,S0393044012000198,S0393044012000198-88,vacuum,B
63538,S0393044012000198,S0393044012000198-89,radiative,I
63539,S0393044012000198,S0393044012000198-90,spacetime,L
63540,S0393044012000198,S0393044012000198-91,coincides,O
63541,S0393044012000198,S0393044012000198-92,with,O
63542,S0393044012000198,S0393044012000198-93,the,O
63543,S0393044012000198,S0393044012000198-94,value,O
63544,S0393044012000198,S0393044012000198-95,of,O
63545,S0393044012000198,S0393044012000198-96,the,O
63546,S0393044012000198,S0393044012000198-97,rescaled,O
63547,S0393044012000198,S0393044012000198-98,Weyl,O
63548,S0393044012000198,S0393044012000198-99,spinor,O
63549,S0393044012000198,S0393044012000198-100,at,O
63550,S0393044012000198,S0393044012000198-101,i+—this,O
63551,S0393044012000198,S0393044012000198-102,result,O
63552,S0393044012000198,S0393044012000198-103,can,O
63553,S0393044012000198,S0393044012000198-104,be,O
63554,S0393044012000198,S0393044012000198-105,extended,O
63555,S0393044012000198,S0393044012000198-106,to,O
63556,S0393044012000198,S0393044012000198-107,the,O
63557,S0393044012000198,S0393044012000198-108,electrovacuum,O
63558,S0393044012000198,S0393044012000198-109,case,O
63559,S0393044012000198,S0393044012000198-110,using,O
63560,S0393044012000198,S0393044012000198-111,the,O
63561,S0393044012000198,S0393044012000198-112,methods,O
63562,S0393044012000198,S0393044012000198-113,of,O
63563,S0393044012000198,S0393044012000198-114,this,O
63564,S0393044012000198,S0393044012000198-115,article,O
63565,S0393044012000198,S0393044012000198-116,.,O
63566,S0393044012000198,S0393044012000198-117,For,O
63567,S0393044012000198,S0393044012000198-118,the,O
63568,S0393044012000198,S0393044012000198-119,radiative,B
63569,S0393044012000198,S0393044012000198-120,spacetimes,L
63570,S0393044012000198,S0393044012000198-121,arising,O
63571,S0393044012000198,S0393044012000198-122,from,O
63572,S0393044012000198,S0393044012000198-123,the,O
63573,S0393044012000198,S0393044012000198-124,construction,O
63574,S0393044012000198,S0393044012000198-125,of,O
63575,S0393044012000198,S0393044012000198-126,[,O
63576,S0393044012000198,S0393044012000198-127,17,O
63577,S0393044012000198,S0393044012000198-128,],O
63578,S0393044012000198,S0393044012000198-129,it,O
63579,S0393044012000198,S0393044012000198-130,can,O
63580,S0393044012000198,S0393044012000198-131,be,O
63581,S0393044012000198,S0393044012000198-132,seen,O
63582,S0393044012000198,S0393044012000198-133,that,O
63583,S0393044012000198,S0393044012000198-134,the,O
63584,S0393044012000198,S0393044012000198-135,value,O
63585,S0393044012000198,S0393044012000198-136,of,O
63586,S0393044012000198,S0393044012000198-137,the,O
63587,S0393044012000198,S0393044012000198-138,Weyl,O
63588,S0393044012000198,S0393044012000198-139,spinor,O
63589,S0393044012000198,S0393044012000198-140,at,O
63590,S0393044012000198,S0393044012000198-141,i+,O
63591,S0393044012000198,S0393044012000198-142,is,O
63592,S0393044012000198,S0393044012000198-143,essentially,O
63593,S0393044012000198,S0393044012000198-144,the,O
63594,S0393044012000198,S0393044012000198-145,mass,O
63595,S0393044012000198,S0393044012000198-146,quadrupole,O
63596,S0393044012000198,S0393044012000198-147,of,O
63597,S0393044012000198,S0393044012000198-148,the,O
63598,S0393044012000198,S0393044012000198-149,seed,O
63599,S0393044012000198,S0393044012000198-150,static,O
63600,S0393044012000198,S0393044012000198-151,spacetime,O
63601,S0393044012000198,S0393044012000198-152,.,O
63602,S0393044012000198,S0393044012000198-153,It,O
63603,S0393044012000198,S0393044012000198-154,follows,O
63604,S0393044012000198,S0393044012000198-155,",",O
63605,S0393044012000198,S0393044012000198-156,that,O
63606,S0393044012000198,S0393044012000198-157,the,O
63607,S0393044012000198,S0393044012000198-158,Newman–Penrose,B
63608,S0393044012000198,S0393044012000198-159,constants,L
63609,S0393044012000198,S0393044012000198-160,of,O
63610,S0393044012000198,S0393044012000198-161,the,O
63611,S0393044012000198,S0393044012000198-162,radiative,B
63612,S0393044012000198,S0393044012000198-163,spacetime,L
63613,S0393044012000198,S0393044012000198-164,can,O
63614,S0393044012000198,S0393044012000198-165,take,O
63615,S0393044012000198,S0393044012000198-166,arbitrary,O
63616,S0393044012000198,S0393044012000198-167,values,O
63617,S0393044012000198,S0393044012000198-168,.,O
63618,S0393044012000198,S0393044012000198-169,On,O
63619,S0393044012000198,S0393044012000198-170,the,O
63620,S0393044012000198,S0393044012000198-171,other,O
63621,S0393044012000198,S0393044012000198-172,hand,O
63622,S0393044012000198,S0393044012000198-173,",",O
63623,S0393044012000198,S0393044012000198-174,for,O
63624,S0393044012000198,S0393044012000198-175,the,O
63625,S0393044012000198,S0393044012000198-176,Minkowski,B
63626,S0393044012000198,S0393044012000198-177,spacetime,L
63627,S0393044012000198,S0393044012000198-178,",",O
63628,S0393044012000198,S0393044012000198-179,the,O
63629,S0393044012000198,S0393044012000198-180,Newman–Penrose,B
63630,S0393044012000198,S0393044012000198-181,constants,L
63631,S0393044012000198,S0393044012000198-182,are,O
63632,S0393044012000198,S0393044012000198-183,exactly,O
63633,S0393044012000198,S0393044012000198-184,zero,O
63634,S0393044012000198,S0393044012000198-185,",",O
63635,S0393044012000198,S0393044012000198-186,and,O
63636,S0393044012000198,S0393044012000198-187,those,O
63637,S0393044012000198,S0393044012000198-188,of,O
63638,S0393044012000198,S0393044012000198-189,perturbations,O
63639,S0393044012000198,S0393044012000198-190,thereof,O
63640,S0393044012000198,S0393044012000198-191,will,O
63641,S0393044012000198,S0393044012000198-192,be,O
63642,S0393044012000198,S0393044012000198-193,small,O
63643,S0393044012000198,S0393044012000198-194,.,O
63644,S0393044012000198,S0393044012000198-195,Thus,O
63645,S0393044012000198,S0393044012000198-196,",",O
63646,S0393044012000198,S0393044012000198-197,in,O
63647,S0393044012000198,S0393044012000198-198,this,O
63648,S0393044012000198,S0393044012000198-199,precise,O
63649,S0393044012000198,S0393044012000198-200,sense,O
63650,S0393044012000198,S0393044012000198-201,",",O
63651,S0393044012000198,S0393044012000198-202,our,O
63652,S0393044012000198,S0393044012000198-203,radiative,B
63653,S0393044012000198,S0393044012000198-204,spacetimes,L
63654,S0393044012000198,S0393044012000198-205,are,O
63655,S0393044012000198,S0393044012000198-206,",",O
63656,S0393044012000198,S0393044012000198-207,generically,O
63657,S0393044012000198,S0393044012000198-208,",",O
63658,S0393044012000198,S0393044012000198-209,not,O
63659,S0393044012000198,S0393044012000198-210,perturbations,O
63660,S0393044012000198,S0393044012000198-211,of,O
63661,S0393044012000198,S0393044012000198-212,the,O
63662,S0393044012000198,S0393044012000198-213,Minkowski,B
63663,S0393044012000198,S0393044012000198-214,spacetime,L
63664,S0393044012000198,S0393044012000198-215,",",O
63665,S0393044012000198,S0393044012000198-216,unless,O
63666,S0393044012000198,S0393044012000198-217,all,O
63667,S0393044012000198,S0393044012000198-218,the,O
63668,S0393044012000198,S0393044012000198-219,Newman–Penrose,B
63669,S0393044012000198,S0393044012000198-220,constants,L
63670,S0393044012000198,S0393044012000198-221,vanish,O
63671,S0393044012000198,S0393044012000198-222,.,O
63672,S0370269304008792,S0370269304008792-0,We,O
63673,S0370269304008792,S0370269304008792-1,investigate,B
63674,S0370269304008792,S0370269304008792-2,the,I
63675,S0370269304008792,S0370269304008792-3,density,I
63676,S0370269304008792,S0370269304008792-4,behavior,I
63677,S0370269304008792,S0370269304008792-5,of,I
63678,S0370269304008792,S0370269304008792-6,the,I
63679,S0370269304008792,S0370269304008792-7,symmetry,I
63680,S0370269304008792,S0370269304008792-8,energy,I
63681,S0370269304008792,S0370269304008792-9,with,I
63682,S0370269304008792,S0370269304008792-10,respect,I
63683,S0370269304008792,S0370269304008792-11,to,I
63684,S0370269304008792,S0370269304008792-12,isospin,I
63685,S0370269304008792,S0370269304008792-13,equilibration,L
63686,S0370269304008792,S0370269304008792-14,in,O
63687,S0370269304008792,S0370269304008792-15,the,O
63688,S0370269304008792,S0370269304008792-16,combined,B
63689,S0370269304008792,S0370269304008792-17,systems,L
63690,S0370269304008792,S0370269304008792-18,Ru,B
63691,S0370269304008792,S0370269304008792-19,(,O
63692,S0370269304008792,S0370269304008792-20,Zr,O
63693,S0370269304008792,S0370269304008792-21,),O
63694,S0370269304008792,S0370269304008792-22,+Zr,I
63695,S0370269304008792,S0370269304008792-23,(,O
63696,S0370269304008792,S0370269304008792-24,Ru,L
63697,S0370269304008792,S0370269304008792-25,),O
63698,S0370269304008792,S0370269304008792-26,at,O
63699,S0370269304008792,S0370269304008792-27,relativistic,B
63700,S0370269304008792,S0370269304008792-28,energies,L
63701,S0370269304008792,S0370269304008792-29,of,O
63702,S0370269304008792,S0370269304008792-30,0.4,O
63703,S0370269304008792,S0370269304008792-31,and,O
63704,S0370269304008792,S0370269304008792-32,1.528A,O
63705,S0370269304008792,S0370269304008792-33,GeV,O
63706,S0370269304008792,S0370269304008792-34,.,O
63707,S0370269304008792,S0370269304008792-35,The,O
63708,S0370269304008792,S0370269304008792-36,study,U
63709,S0370269304008792,S0370269304008792-37,is,O
63710,S0370269304008792,S0370269304008792-38,performed,O
63711,S0370269304008792,S0370269304008792-39,within,O
63712,S0370269304008792,S0370269304008792-40,a,O
63713,S0370269304008792,S0370269304008792-41,relativistic,B
63714,S0370269304008792,S0370269304008792-42,framework,L
63715,S0370269304008792,S0370269304008792-43,and,O
63716,S0370269304008792,S0370269304008792-44,the,O
63717,S0370269304008792,S0370269304008792-45,contribution,B
63718,S0370269304008792,S0370269304008792-46,of,I
63719,S0370269304008792,S0370269304008792-47,the,I
63720,S0370269304008792,S0370269304008792-48,iso-vector,L
63721,S0370269304008792,S0370269304008792-49,",",O
63722,S0370269304008792,S0370269304008792-50,scalar,B
63723,S0370269304008792,S0370269304008792-51,δ,I
63724,S0370269304008792,S0370269304008792-52,field,I
63725,S0370269304008792,S0370269304008792-53,to,I
63726,S0370269304008792,S0370269304008792-54,the,I
63727,S0370269304008792,S0370269304008792-55,symmetry,I
63728,S0370269304008792,S0370269304008792-56,energy,I
63729,S0370269304008792,S0370269304008792-57,and,I
63730,S0370269304008792,S0370269304008792-58,the,I
63731,S0370269304008792,S0370269304008792-59,isospin,I
63732,S0370269304008792,S0370269304008792-60,dynamics,I
63733,S0370269304008792,S0370269304008792-61,is,I
63734,S0370269304008792,S0370269304008792-62,particularly,I
63735,S0370269304008792,S0370269304008792-63,explored,L
63736,S0370269304008792,S0370269304008792-64,.,O
63737,S0370269304008792,S0370269304008792-65,We,O
63738,S0370269304008792,S0370269304008792-66,find,O
63739,S0370269304008792,S0370269304008792-67,that,O
63740,S0370269304008792,S0370269304008792-68,the,O
63741,S0370269304008792,S0370269304008792-69,isospin,B
63742,S0370269304008792,S0370269304008792-70,mixing,L
63743,S0370269304008792,S0370269304008792-71,depends,O
63744,S0370269304008792,S0370269304008792-72,on,O
63745,S0370269304008792,S0370269304008792-73,the,O
63746,S0370269304008792,S0370269304008792-74,symmetry,O
63747,S0370269304008792,S0370269304008792-75,energy,O
63748,S0370269304008792,S0370269304008792-76,and,O
63749,S0370269304008792,S0370269304008792-77,a,O
63750,S0370269304008792,S0370269304008792-78,stiffer,O
63751,S0370269304008792,S0370269304008792-79,behavior,O
63752,S0370269304008792,S0370269304008792-80,leads,O
63753,S0370269304008792,S0370269304008792-81,to,O
63754,S0370269304008792,S0370269304008792-82,more,O
63755,S0370269304008792,S0370269304008792-83,transparency,O
63756,S0370269304008792,S0370269304008792-84,.,O
63757,S0370269304008792,S0370269304008792-85,The,O
63758,S0370269304008792,S0370269304008792-86,results,O
63759,S0370269304008792,S0370269304008792-87,are,O
63760,S0370269304008792,S0370269304008792-88,also,O
63761,S0370269304008792,S0370269304008792-89,nicely,O
63762,S0370269304008792,S0370269304008792-90,sensitive,O
63763,S0370269304008792,S0370269304008792-91,to,O
63764,S0370269304008792,S0370269304008792-92,the,O
63765,S0370269304008792,S0370269304008792-93,“,O
63766,S0370269304008792,S0370269304008792-94,fine,O
63767,S0370269304008792,S0370269304008792-95,structure,O
63768,S0370269304008792,S0370269304008792-96,”,O
63769,S0370269304008792,S0370269304008792-97,of,O
63770,S0370269304008792,S0370269304008792-98,the,O
63771,S0370269304008792,S0370269304008792-99,symmetry,O
63772,S0370269304008792,S0370269304008792-100,energy,O
63773,S0370269304008792,S0370269304008792-101,",",O
63774,S0370269304008792,S0370269304008792-102,i.e.,O
63775,S0370269304008792,S0370269304008792-103,",",O
63776,S0370269304008792,S0370269304008792-104,to,O
63777,S0370269304008792,S0370269304008792-105,the,O
63778,S0370269304008792,S0370269304008792-106,covariant,O
63779,S0370269304008792,S0370269304008792-107,properties,O
63780,S0370269304008792,S0370269304008792-108,of,O
63781,S0370269304008792,S0370269304008792-109,the,O
63782,S0370269304008792,S0370269304008792-110,isovector,B
63783,S0370269304008792,S0370269304008792-111,meson,I
63784,S0370269304008792,S0370269304008792-112,fields.The,L
63785,S0370269304008792,S0370269304008792-113,isospin,O
63786,S0370269304008792,S0370269304008792-114,tracing,O
63787,S0370269304008792,S0370269304008792-115,appears,O
63788,S0370269304008792,S0370269304008792-116,much,O
63789,S0370269304008792,S0370269304008792-117,less,O
63790,S0370269304008792,S0370269304008792-118,dependent,O
63791,S0370269304008792,S0370269304008792-119,on,O
63792,S0370269304008792,S0370269304008792-120,the,O
63793,S0370269304008792,S0370269304008792-121,in,O
63794,S0370269304008792,S0370269304008792-122,medium,B
63795,S0370269304008792,S0370269304008792-123,neutron–proton,I
63796,S0370269304008792,S0370269304008792-124,cross,I
63797,S0370269304008792,S0370269304008792-125,sections,L
63798,S0370269304008792,S0370269304008792-126,(,O
63799,S0370269304008792,S0370269304008792-127,σnp,U
63800,S0370269304008792,S0370269304008792-128,),O
63801,S0370269304008792,S0370269304008792-129,and,O
63802,S0370269304008792,S0370269304008792-130,this,O
63803,S0370269304008792,S0370269304008792-131,makes,O
63804,S0370269304008792,S0370269304008792-132,such,O
63805,S0370269304008792,S0370269304008792-133,observable,O
63806,S0370269304008792,S0370269304008792-134,very,O
63807,S0370269304008792,S0370269304008792-135,peculiar,O
63808,S0370269304008792,S0370269304008792-136,for,O
63809,S0370269304008792,S0370269304008792-137,the,O
63810,S0370269304008792,S0370269304008792-138,study,B
63811,S0370269304008792,S0370269304008792-139,of,I
63812,S0370269304008792,S0370269304008792-140,the,I
63813,S0370269304008792,S0370269304008792-141,isovector,I
63814,S0370269304008792,S0370269304008792-142,part,I
63815,S0370269304008792,S0370269304008792-143,of,I
63816,S0370269304008792,S0370269304008792-144,the,I
63817,S0370269304008792,S0370269304008792-145,nuclear,I
63818,S0370269304008792,S0370269304008792-146,equation,I
63819,S0370269304008792,S0370269304008792-147,of,I
63820,S0370269304008792,S0370269304008792-148,state.Within,L
63821,S0370269304008792,S0370269304008792-149,such,O
63822,S0370269304008792,S0370269304008792-150,a,O
